period,week_start,iso_year,iso_week,month,season,is_holiday_period,is_weekend,previous_occupancy,rolling_4_week_occupancy,known_reservations_30d_before,known_guest_count_30d_before,known_average_nights_30d_before,occupied_accommodations,active_reservations,guests_on_site,average_nights,occupancy_rate
2023-W20,2023-05-15,2023,20,5,1,0,1,30.714285714285715,23.601190476190474,66,666,8.350210970464135,35.57142857142857,35.57142857142857,99.14285714285714,8.226864914364914,29.642857142857142
2023-W21,2023-05-22,2023,21,5,1,0,1,29.642857142857142,27.767857142857142,48,415,6.6879432624113475,24.285714285714285,24.285714285714285,72.28571428571429,6.2704931972789115,20.238095238095237
2023-W22,2023-05-29,2023,22,5,1,0,1,20.238095238095237,27.470238095238095,28,225,4.829545454545454,16.285714285714285,16.285714285714285,43.857142857142854,4.62609710550887,13.571428571428571
2023-W23,2023-06-05,2023,23,6,2,0,1,13.571428571428571,23.541666666666668,26,288,4.194805194805195,13.0,13.0,46.142857142857146,4.269736612593755,10.833333333333332
2023-W24,2023-06-12,2023,24,6,2,0,1,10.833333333333332,18.57142857142857,36,306,4.168224299065421,19.857142857142858,19.857142857142858,58.42857142857143,4.427594564712791,16.547619047619047
2023-W25,2023-06-19,2023,25,6,2,0,1,16.547619047619047,15.297619047619047,40,331,4.466101694915254,20.142857142857142,20.142857142857142,59.142857142857146,4.362374768089054,16.785714285714285
2023-W26,2023-06-26,2023,26,6,2,1,1,16.785714285714285,14.434523809523808,45,263,5.28,20.0,20.0,51.857142857142854,4.831573075880477,16.666666666666668
2023-W27,2023-07-03,2023,27,7,2,1,1,16.666666666666668,15.208333333333332,98,1142,7.6675603217158175,53.285714285714285,53.285714285714285,163.14285714285714,7.598342254309678,44.404761904761905
2023-W28,2023-07-10,2023,28,7,2,1,1,44.404761904761905,23.601190476190474,145,1667,8.128676470588236,77.71428571428571,77.71428571428571,238.14285714285714,8.158185893336626,64.76190476190476
2023-W29,2023-07-17,2023,29,7,2,1,1,64.76190476190476,35.654761904761905,163,1722,8.310469314079423,79.14285714285714,79.14285714285714,246.0,8.324786550735675,65.95238095238095
2023-W30,2023-07-24,2023,30,7,2,1,1,65.95238095238095,47.94642857142857,162,2011,8.807266982622433,90.42857142857143,90.42857142857143,287.2857142857143,8.8231743255478,75.35714285714286
2023-W31,2023-07-31,2023,31,7,2,1,1,75.35714285714286,62.61904761904762,177,1968,8.561240310077519,92.14285714285714,92.14285714285714,281.14285714285717,8.56292662192774,76.78571428571429
2023-W32,2023-08-07,2023,32,8,2,1,1,76.78571428571429,70.71428571428571,167,2012,8.892961876832844,97.42857142857143,97.42857142857143,287.42857142857144,8.892929708284061,81.19047619047619
2023-W33,2023-08-14,2023,33,8,2,1,1,81.19047619047619,74.82142857142857,145,1746,9.073394495412844,77.85714285714286,77.85714285714286,249.42857142857142,9.082906215260582,64.88095238095238
2023-W34,2023-08-21,2023,34,8,2,1,1,64.88095238095238,74.55357142857143,172,1869,8.470496894409937,92.0,92.0,267.0,8.497424933658287,76.66666666666667
2023-W35,2023-08-28,2023,35,8,2,1,1,76.66666666666667,74.88095238095238,155,1859,8.481946624803768,91.0,91.0,265.57142857142856,8.497325344282183,75.83333333333334
2023-W36,2023-09-04,2023,36,9,3,0,1,75.83333333333334,74.64285714285715,74,791,9.209737827715356,42.42857142857143,42.42857142857143,127.57142857142857,8.451376492626036,35.357142857142854
2023-W37,2023-09-11,2023,37,9,3,0,1,35.357142857142854,63.18452380952381,38,304,6.03030303030303,17.857142857142858,17.857142857142858,51.57142857142857,5.881537878309218,14.88095238095238
2023-W38,2023-09-18,2023,38,9,3,0,1,14.88095238095238,50.68452380952381,27,186,3.9571428571428573,14.428571428571429,14.428571428571429,39.857142857142854,4.1776764901764905,12.023809523809524
2023-W39,2023-09-25,2023,39,9,3,0,1,12.023809523809524,34.523809523809526,31,232,3.9036144578313254,16.285714285714285,16.285714285714285,43.714285714285715,4.162398643667993,13.571428571428571
2023-W40,2023-10-02,2023,40,10,3,0,1,13.571428571428571,18.958333333333332,30,288,4.345238095238095,16.0,16.0,53.714285714285715,4.452976190476191,13.333333333333332
2023-W41,2023-10-09,2023,41,10,3,0,1,13.333333333333332,13.452380952380953,27,224,4.383561643835616,11.0,11.0,33.285714285714285,4.295366538223681,9.166666666666666
2023-W42,2023-10-16,2023,42,10,3,1,1,9.166666666666666,12.023809523809524,34,337,7.661157024793388,17.285714285714285,17.285714285714285,48.142857142857146,7.372703497875122,14.404761904761903
2023-W43,2023-10-23,2023,43,10,3,1,1,14.404761904761903,12.619047619047617,47,532,8.580645161290322,26.571428571428573,26.571428571428573,76.0,8.581410825199645,22.142857142857142
2023-W44,2023-10-30,2023,44,10,3,0,1,22.142857142857142,14.761904761904761,34,388,8.548387096774194,20.285714285714285,20.285714285714285,62.714285714285715,7.882014537186952,16.904761904761905
2023-W45,2023-11-06,2023,45,11,3,0,1,16.904761904761905,15.654761904761903,18,136,6.020408163265306,7.428571428571429,7.428571428571429,20.714285714285715,6.035714285714286,6.190476190476191
2023-W46,2023-11-13,2023,46,11,3,0,1,6.190476190476191,14.910714285714285,12,70,4.25,4.428571428571429,4.428571428571429,11.285714285714286,4.089455782312926,3.6904761904761902
2023-W47,2023-11-20,2023,47,11,3,0,1,3.6904761904761902,12.232142857142858,15,113,4.65,7.571428571428571,7.571428571428571,20.428571428571427,4.694047619047619,6.309523809523809
2023-W48,2023-11-27,2023,48,11,3,0,1,6.309523809523809,8.273809523809524,21,139,4.019607843137255,9.571428571428571,9.571428571428571,26.0,4.347619047619047,7.976190476190475
2023-W49,2023-12-04,2023,49,12,0,0,1,7.976190476190475,6.041666666666666,37,356,4.0754716981132075,18.285714285714285,18.285714285714285,58.0,3.952226345083488,15.238095238095237
2023-W50,2023-12-11,2023,50,12,0,0,1,15.238095238095237,8.303571428571427,24,157,5.132352941176471,11.714285714285714,11.714285714285714,26.714285714285715,5.182905982905983,9.761904761904761
2023-W51,2023-12-18,2023,51,12,0,1,1,9.761904761904761,9.821428571428571,35,291,6.026785714285714,17.285714285714285,17.285714285714285,44.57142857142857,5.818675379850937,14.404761904761907
2023-W52,2023-12-25,2023,52,12,0,1,1,14.404761904761907,11.845238095238095,57,673,7.170616113744076,30.142857142857142,30.142857142857142,96.14285714285714,7.175108453286822,25.11904761904762
2024-W01,2024-01-01,2024,1,1,0,1,1,25.11904761904762,16.13095238095238,32,441,8.098360655737705,17.571428571428573,17.571428571428573,63.42857142857143,8.383905788253616,14.642857142857142
2024-W02,2024-01-08,2024,2,1,0,0,1,14.642857142857142,15.982142857142858,15,115,7.595238095238095,6.571428571428571,6.571428571428571,18.142857142857142,7.28030303030303,5.476190476190476
2024-W03,2024-01-15,2024,3,1,0,0,1,5.476190476190476,14.910714285714286,7,71,5.0,3.4285714285714284,3.4285714285714284,15.571428571428571,4.128571428571428,2.857142857142857
2024-W04,2024-01-22,2024,4,1,0,0,1,2.857142857142857,12.023809523809524,13,95,3.90625,4.571428571428571,4.571428571428571,13.571428571428571,3.9740259740259742,3.8095238095238093
2024-W05,2024-01-29,2024,5,1,0,0,1,3.8095238095238093,6.696428571428571,12,71,4.478260869565218,3.2857142857142856,3.2857142857142856,10.142857142857142,4.785714285714286,2.738095238095238
2024-W06,2024-02-05,2024,6,2,0,0,1,2.738095238095238,3.7202380952380953,10,87,4.8125,4.571428571428571,4.571428571428571,12.428571428571429,4.998979591836735,3.8095238095238093
2024-W07,2024-02-12,2024,7,2,0,0,1,3.8095238095238093,3.3035714285714284,11,55,4.1923076923076925,4.857142857142857,4.857142857142857,11.0,3.9829931972789114,4.0476190476190474
2024-W08,2024-02-19,2024,8,2,0,0,1,4.0476190476190474,3.601190476190476,15,105,4.4,6.857142857142857,6.857142857142857,15.428571428571429,4.293197278911564,5.714285714285714
2024-W09,2024-02-26,2024,9,2,0,0,1,5.714285714285714,4.0773809523809526,11,71,4.5588235294117645,5.142857142857143,5.142857142857143,11.0,4.678571428571429,4.285714285714286
2024-W10,2024-03-04,2024,10,3,1,0,1,4.285714285714286,4.4642857142857135,13,95,4.153846153846154,6.142857142857143,6.142857142857143,15.571428571428571,4.289656771799629,5.1190476190476195
2024-W11,2024-03-11,2024,11,3,1,0,1,5.1190476190476195,4.791666666666667,21,161,4.0,8.571428571428571,8.571428571428571,24.428571428571427,3.9404761904761902,7.142857142857143
2024-W12,2024-03-18,2024,12,3,1,0,1,7.142857142857143,5.565476190476191,16,108,4.0,8.714285714285714,8.714285714285714,22.571428571428573,4.178968253968254,7.261904761904761
2024-W13,2024-03-25,2024,13,3,1,0,1,7.261904761904761,5.9523809523809526,18,124,4.235294117647059,8.142857142857142,8.142857142857142,22.142857142857142,4.340187590187591,6.785714285714286
2024-W14,2024-04-01,2024,14,4,1,0,1,6.785714285714286,6.5773809523809526,18,152,4.108695652173913,7.428571428571429,7.428571428571429,23.142857142857142,4.027551020408163,6.19047619047619
2024-W15,2024-04-08,2024,15,4,1,0,1,6.19047619047619,6.845238095238095,27,214,4.560975609756097,13.857142857142858,13.857142857142858,36.857142857142854,4.402558750773037,11.547619047619047
2024-W16,2024-04-15,2024,16,4,1,0,1,11.547619047619047,7.946428571428571,19,175,4.724137931034483,11.285714285714286,11.285714285714286,31.571428571428573,4.558641358641359,9.404761904761903
2024-W17,2024-04-22,2024,17,4,1,1,1,9.404761904761903,8.482142857142858,37,340,6.696428571428571,16.0,16.0,48.57142857142857,6.450472411186697,13.333333333333334
2024-W18,2024-04-29,2024,18,4,1,1,1,13.333333333333334,10.119047619047619,50,590,8.527363184079602,28.714285714285715,28.714285714285715,84.28571428571429,8.499616990441062,23.928571428571427
2024-W19,2024-05-06,2024,19,5,1,1,1,23.928571428571427,14.553571428571427,52,704,8.90521327014218,30.142857142857142,30.142857142857142,100.57142857142857,8.906691249914871,25.11904761904762
2024-W20,2024-05-13,2024,20,5,1,0,1,25.11904761904762,17.94642857142857,51,580,7.2823529411764705,25.428571428571427,25.428571428571427,87.28571428571429,7.015425707297629,21.190476190476193
2024-W21,2024-05-20,2024,21,5,1,0,1,21.190476190476193,20.892857142857146,47,442,4.925373134328358,25.571428571428573,25.571428571428573,83.42857142857143,4.664456891452233,21.309523809523814
2024-W22,2024-05-27,2024,22,5,1,0,1,21.309523809523814,22.886904761904763,32,190,4.816091954022989,14.428571428571429,14.428571428571429,33.57142857142857,4.7973818898188645,12.023809523809522
2024-W23,2024-06-03,2024,23,6,2,0,1,12.023809523809522,19.91071428571429,44,371,4.390243902439025,21.857142857142858,21.857142857142858,68.14285714285714,4.291032412965186,18.214285714285715
2024-W24,2024-06-10,2024,24,6,2,0,1,18.214285714285715,18.18452380952381,39,276,4.518518518518518,18.0,18.0,47.714285714285715,4.414659197012138,15.0
2024-W25,2024-06-17,2024,25,6,2,0,1,15.0,16.636904761904763,39,276,3.845360824742268,15.857142857142858,15.857142857142858,47.142857142857146,3.7454038025466594,13.214285714285714
2024-W26,2024-06-24,2024,26,6,2,0,1,13.214285714285714,14.613095238095239,35,319,4.747663551401869,18.142857142857142,18.142857142857142,54.42857142857143,4.597114621240152,15.119047619047619
2024-W27,2024-07-01,2024,27,7,2,1,1,15.119047619047619,15.386904761904763,105,990,7.170087976539589,48.857142857142854,48.857142857142854,141.71428571428572,6.985273022021142,40.714285714285715
2024-W28,2024-07-08,2024,28,7,2,1,1,40.714285714285715,21.01190476190476,163,1928,8.24483306836248,89.85714285714286,89.85714285714286,275.42857142857144,8.231146584927382,74.88095238095238
2024-W29,2024-07-15,2024,29,7,2,1,1,74.88095238095238,35.982142857142854,170,2018,8.565088757396449,96.57142857142857,96.57142857142857,288.2857142857143,8.564070252161015,80.47619047619048
2024-W30,2024-07-22,2024,30,7,2,1,1,80.47619047619048,52.797619047619044,156,1660,8.793165467625899,79.42857142857143,79.42857142857143,237.14285714285714,8.802129621004712,66.19047619047619
2024-W31,2024-07-29,2024,31,7,2,1,1,66.19047619047619,65.56547619047619,150,1800,9.219343696027634,82.71428571428571,82.71428571428571,257.14285714285717,9.221252805657814,68.92857142857143
2024-W32,2024-08-05,2024,32,8,2,1,1,68.92857142857143,72.61904761904762,143,1656,9.324175824175825,78.0,78.0,236.57142857142858,9.333092179612766,65.0
2024-W33,2024-08-12,2024,33,8,2,1,1,65.0,70.14880952380952,140,1684,8.51660516605166,77.42857142857143,77.42857142857143,240.57142857142858,8.51841014198157,64.52380952380952
2024-W34,2024-08-19,2024,34,8,2,1,1,64.52380952380952,66.16071428571428,143,1823,8.34909090909091,78.57142857142857,78.57142857142857,260.42857142857144,8.352544078830999,65.47619047619047
2024-W35,2024-08-26,2024,35,8,2,1,1,65.47619047619047,65.98214285714285,147,1731,8.39929328621908,80.85714285714286,80.85714285714286,247.28571428571428,8.404655819551778,67.38095238095238
2024-W36,2024-09-02,2024,36,9,3,0,1,67.38095238095238,65.59523809523809,92,1024,8.45253164556962,46.714285714285715,46.714285714285715,150.0,8.296999957714243,38.92857142857143
2024-W37,2024-09-09,2024,37,9,3,0,1,38.92857142857143,59.07738095238094,42,359,6.184615384615385,21.285714285714285,21.285714285714285,56.57142857142857,5.994390267028384,17.738095238095237
2024-W38,2024-09-16,2024,38,9,3,0,1,17.738095238095237,47.38095238095238,31,199,4.425,14.142857142857142,14.142857142857142,36.714285714285715,4.380772443930339,11.785714285714286
2024-W39,2024-09-23,2024,39,9,3,0,1,11.785714285714286,33.95833333333333,31,252,4.205128205128205,13.285714285714286,13.285714285714286,44.57142857142857,4.150163701844375,11.071428571428571
2024-W40,2024-09-30,2024,40,9,3,0,1,11.071428571428571,19.88095238095238,31,231,4.382716049382716,13.428571428571429,13.428571428571429,39.42857142857143,4.412748281130634,11.19047619047619
2024-W41,2024-10-07,2024,41,10,3,0,1,11.19047619047619,12.946428571428568,30,304,4.743589743589744,12.857142857142858,12.857142857142858,49.857142857142854,4.837764052989617,10.714285714285714
2024-W42,2024-10-14,2024,42,10,3,1,1,10.714285714285714,11.190476190476188,40,417,7.421052631578948,19.142857142857142,19.142857142857142,60.142857142857146,7.093896460682174,15.95238095238095
2024-W43,2024-10-21,2024,43,10,3,1,1,15.95238095238095,12.232142857142852,57,715,9.116071428571429,32.0,32.0,102.14285714285714,9.124357421331107,26.666666666666668
2024-W44,2024-10-28,2024,44,10,3,0,1,26.666666666666668,16.130952380952376,51,714,8.312796208530806,30.857142857142858,30.857142857142858,104.0,8.328196721177017,25.714285714285715
2024-W45,2024-11-04,2024,45,11,3,0,1,25.714285714285715,19.76190476190476,12,108,6.548387096774194,5.714285714285714,5.714285714285714,17.285714285714285,6.795238095238096,4.761904761904762
2024-W46,2024-11-11,2024,46,11,3,0,1,4.761904761904762,18.273809523809522,8,95,4.111111111111111,4.571428571428571,4.571428571428571,14.285714285714286,4.358503401360545,3.8095238095238093
2024-W47,2024-11-18,2024,47,11,3,0,1,3.8095238095238093,15.238095238095235,13,164,4.2,5.714285714285714,5.714285714285714,23.428571428571427,4.229931972789116,4.761904761904761
2024-W48,2024-11-25,2024,48,11,3,0,1,4.761904761904761,9.76190476190476,15,106,4.8,5.0,5.0,15.142857142857142,4.79047619047619,4.166666666666666
2024-W49,2024-12-02,2024,49,12,0,0,1,4.166666666666666,4.3749999999999964,28,199,3.8676470588235294,11.0,11.0,33.285714285714285,3.9313781456638597,9.166666666666668
2024-W50,2024-12-09,2024,50,12,0,0,1,9.166666666666668,5.476190476190473,18,192,4.586206896551724,10.714285714285714,10.714285714285714,34.285714285714285,4.692712842712843,8.928571428571429
2024-W51,2024-12-16,2024,51,12,0,1,1,8.928571428571429,6.755952380952377,38,294,6.235849056603773,17.0,17.0,48.57142857142857,5.765964883977306,14.166666666666666
2024-W52,2024-12-23,2024,52,12,0,1,1,14.166666666666666,9.107142857142854,48,599,8.4,27.857142857142858,27.857142857142858,85.57142857142857,8.39767768756248,23.214285714285715
2025-W01,2024-12-30,2025,1,12,0,1,1,23.214285714285715,13.869047619047617,41,487,9.348314606741573,25.428571428571427,25.428571428571427,69.57142857142857,9.369047619047619,21.190476190476193
2025-W02,2025-01-06,2025,2,1,0,0,1,21.190476190476193,16.874999999999996,24,205,8.280898876404494,12.714285714285714,12.714285714285714,29.285714285714285,8.137179487179486,10.595238095238093
2025-W03,2025-01-13,2025,3,1,0,0,1,10.595238095238093,17.291666666666664,10,70,4.884615384615385,4.142857142857143,4.142857142857143,11.285714285714286,5.1309523809523805,3.4523809523809526
2025-W04,2025-01-20,2025,4,1,0,0,1,3.4523809523809526,14.613095238095235,4,19,4.0,2.0,2.0,5.0,4.857142857142857,1.6666666666666667
2025-W05,2025-01-27,2025,5,1,0,0,1,1.6666666666666667,9.226190476190473,13,63,4.0,3.7142857142857144,3.7142857142857144,9.0,4.57063492063492,3.095238095238095
2025-W06,2025-02-03,2025,6,2,0,0,1,3.095238095238095,4.702380952380948,16,123,4.4,6.857142857142857,6.857142857142857,20.142857142857142,4.497619047619048,5.714285714285714
2025-W07,2025-02-10,2025,7,2,0,0,1,5.714285714285714,3.4821428571428537,6,48,4.461538461538462,1.8571428571428572,1.8571428571428572,6.857142857142857,3.1714285714285713,1.5476190476190474
2025-W08,2025-02-17,2025,8,2,0,0,1,1.5476190476190474,3.0059523809523774,10,65,4.0,4.857142857142857,4.857142857142857,11.285714285714286,4.265646258503401,4.0476190476190474
2025-W09,2025-02-24,2025,9,2,0,0,1,4.0476190476190474,3.6011904761904727,14,112,4.162162162162162,5.857142857142857,5.857142857142857,18.0,3.852380952380952,4.8809523809523805
2025-W10,2025-03-03,2025,10,3,1,0,1,4.8809523809523805,4.047619047619044,17,137,5.0,6.285714285714286,6.285714285714286,19.857142857142858,5.051360544217687,5.238095238095238
2025-W11,2025-03-10,2025,11,3,1,0,1,5.238095238095238,3.928571428571425,18,194,5.357142857142857,8.142857142857142,8.142857142857142,27.857142857142858,5.325850340136054,6.785714285714285
2025-W12,2025-03-17,2025,12,3,1,0,1,6.785714285714285,5.238095238095234,13,146,5.113636363636363,7.285714285714286,7.285714285714286,23.571428571428573,4.878401360544218,6.071428571428571
2025-W13,2025-03-24,2025,13,3,1,0,1,6.071428571428571,5.744047619047615,11,75,3.878787878787879,5.714285714285714,5.714285714285714,14.285714285714286,4.142687074829932,4.761904761904761
2025-W14,2025-03-31,2025,14,3,1,0,1,4.761904761904761,5.71428571428571,20,176,3.943396226415094,8.285714285714286,8.285714285714286,27.142857142857142,3.8031135531135534,6.904761904761904
2025-W15,2025-04-07,2025,15,4,1,0,1,6.904761904761904,6.130952380952376,25,154,4.25,10.285714285714286,10.285714285714286,27.0,4.149574829931972,8.571428571428571
2025-W16,2025-04-14,2025,16,4,1,0,1,8.571428571428571,6.577380952380948,23,176,4.634920634920635,10.857142857142858,10.857142857142858,30.428571428571427,4.5153322867608585,9.047619047619047
2025-W17,2025-04-21,2025,17,4,1,1,1,9.047619047619047,7.321428571428568,44,421,7.548192771084337,24.714285714285715,24.714285714285715,64.28571428571429,7.335019607759614,20.595238095238095
2025-W18,2025-04-28,2025,18,4,1,1,1,20.595238095238095,11.279761904761902,59,700,8.685950413223141,34.57142857142857,34.57142857142857,100.0,8.667750553968203,28.809523809523814
2025-W19,2025-05-05,2025,19,5,1,1,1,28.809523809523814,16.75595238095238,68,758,8.424,35.714285714285715,35.714285714285715,108.28571428571429,8.42812230054877,29.761904761904763
2025-W20,2025-05-12,2025,20,5,1,0,1,29.761904761904763,22.053571428571427,50,548,7.921348314606742,27.428571428571427,27.428571428571427,84.28571428571429,7.517708664436775,22.857142857142858
2025-W21,2025-05-19,2025,21,5,1,0,1,22.857142857142858,25.50595238095238,24,217,6.641025641025641,12.285714285714286,12.285714285714286,33.142857142857146,6.297155225726654,10.238095238095239
2025-W22,2025-05-26,2025,22,5,1,0,1,10.238095238095239,22.916666666666664,24,159,3.9310344827586206,9.857142857142858,9.857142857142858,25.857142857142858,3.926231704803133,8.214285714285714
2025-W23,2025-06-02,2025,23,6,2,0,1,8.214285714285714,17.76785714285714,33,269,4.1875,18.142857142857142,18.142857142857142,51.857142857142854,4.228670155431774,15.11904761904762
2025-W24,2025-06-09,2025,24,6,2,0,1,15.11904761904762,14.107142857142854,31,236,3.7088607594936707,15.571428571428571,15.571428571428571,49.42857142857143,4.045386639504287,12.976190476190476
2025-W25,2025-06-16,2025,25,6,2,0,1,12.976190476190476,11.636904761904757,41,287,3.4343434343434343,16.428571428571427,16.428571428571427,49.0,3.5455879321425536,13.690476190476192
2025-W26,2025-06-23,2025,26,6,2,0,1,13.690476190476192,12.499999999999996,36,314,4.19,17.857142857142858,17.857142857142858,55.285714285714285,4.119868007931918,14.88095238095238
2025-W27,2025-06-30,2025,27,6,2,1,1,14.88095238095238,14.166666666666664,95,892,7.451612903225806,41.0,41.0,132.85714285714286,6.904344945834308,34.166666666666664
2025-W28,2025-07-07,2025,28,7,2,1,1,34.166666666666664,18.928571428571423,161,1950,8.1340206185567,97.0,97.0,278.57142857142856,8.133685748344133,80.83333333333334
2025-W29,2025-07-14,2025,29,7,2,1,1,80.83333333333334,35.89285714285714,162,1745,8.600671140939598,85.14285714285714,85.14285714285714,249.28571428571428,8.604680225503856,70.95238095238095
2025-W30,2025-07-21,2025,30,7,2,1,1,70.95238095238095,50.20833333333333,156,1756,8.27318718381113,84.71428571428571,84.71428571428571,250.85714285714286,8.280204209063537,70.5952380952381
2025-W31,2025-07-28,2025,31,7,2,1,1,70.5952380952381,64.13690476190476,149,1542,8.640429338103758,79.85714285714286,79.85714285714286,220.28571428571428,8.643197391085684,66.54761904761905
2025-W32,2025-08-04,2025,32,8,2,1,1,66.54761904761905,72.23214285714286,143,1673,8.75268817204301,79.71428571428571,79.71428571428571,239.0,8.75541757189097,66.42857142857143
2025-W33,2025-08-11,2025,33,8,2,1,1,66.42857142857143,68.63095238095238,133,1477,8.682634730538922,71.57142857142857,71.57142857142857,211.0,8.700836413655386,59.642857142857146
2025-W34,2025-08-18,2025,34,8,2,1,1,59.642857142857146,65.80357142857142,157,1664,8.453874538745387,77.42857142857143,77.42857142857143,237.71428571428572,8.467865766379258,64.52380952380952
2025-W35,2025-08-25,2025,35,8,2,1,1,64.52380952380952,64.28571428571428,150,1787,8.649068322981366,92.0,92.0,255.28571428571428,8.649621403279582,76.66666666666666
2025-W36,2025-09-01,2025,36,9,3,0,1,76.66666666666666,66.81547619047618,102,989,9.19718309859155,52.857142857142854,52.857142857142854,150.42857142857142,8.946918388612257,44.047619047619044
2025-W37,2025-09-08,2025,37,9,3,0,1,44.047619047619044,61.22023809523808,48,363,7.182539682539683,19.857142857142858,19.857142857142858,57.0,6.592970265029089,16.547619047619047
2025-W38,2025-09-15,2025,38,9,3,0,1,16.547619047619047,50.44642857142856,29,221,3.8421052631578947,14.142857142857142,14.142857142857142,40.0,4.0926097711812,11.785714285714286
2025-W39,2025-09-22,2025,39,9,3,0,1,11.785714285714286,37.26190476190475,32,261,3.8902439024390243,12.857142857142858,12.857142857142858,41.0,3.827027734170591,10.714285714285714
2025-W40,2025-09-29,2025,40,9,3,0,1,10.714285714285714,20.773809523809515,20,186,4.711864406779661,10.714285714285714,10.714285714285714,36.0,4.48639455782313,8.928571428571429
2025-W41,2025-10-06,2025,41,10,3,0,1,8.928571428571429,11.994047619047612,15,113,3.888888888888889,8.285714285714286,8.285714285714286,19.285714285714285,3.6764172335600906,6.904761904761904
2025-W42,2025-10-13,2025,42,10,3,1,1,6.904761904761904,9.583333333333327,38,399,7.319672131147541,17.428571428571427,17.428571428571427,57.0,7.158896658896659,14.523809523809524
2025-W43,2025-10-20,2025,43,10,3,1,1,14.523809523809524,10.267857142857135,65,723,8.109704641350211,33.857142857142854,33.857142857142854,103.28571428571429,8.109663817231569,28.214285714285715
2025-W44,2025-10-27,2025,44,10,3,0,1,28.214285714285715,14.642857142857135,43,480,8.635802469135802,24.857142857142858,24.857142857142858,74.42857142857143,8.15245944531659,20.714285714285715
